transaction_id,timestamp,amount,transaction_type,subject,description,status,country
233,2023-01-23 14:15:55,393.31,trasferimento,Darrell Cruz,Total method information vote husband grow difficult.,autorizzata,Holy See (Vatican City State)
1104,2023-01-12 17:18:39,467.98,prelievo,Brian Gomez,Model movement here father.,autorizzata,French Polynesia
9928,2023-05-26 20:00:35,800.41,acquisto,Brianna Butler,Main partner feeling record phone because seem.,sospetta,Latvia
4481,2023-03-24 16:01:58,77.87,trasferimento,David Webster,Know save activity show field boy.,autorizzata,Algeria
6979,2023-02-28 11:46:33,942.25,acquisto,Tina Frazier,Stage interesting worker true store lot.,autorizzata,Cuba
5514,2023-03-26 20:57:58,414.14,prelievo,Amanda Evans,Send him both like decide movie strategy food.,autorizzata,Bahamas
4703,2023-07-20 04:55:06,241.19,prelievo,Elizabeth Carroll,Down leave candidate television rather.,autorizzata,Armenia
956,2023-07-11 04:02:00,650.64,acquisto,Antonio Davidson,Care happy wall economy energy movie reach.,autorizzata,Yemen
7937,2023-07-07 22:41:42,86.19,acquisto,Melinda Hunter,Theory those else.,sospetta,Malta
3515,2023-08-21 05:29:07,772.91,trasferimento,Jose Gonzalez,Feeling series lot probably score sometimes.,autorizzata,Guam
7516,2023-02-21 04:30:43,71.85,prelievo,William Parker,Glass order similar finish organization.,autorizzata,Venezuela
4991,2023-02-01 02:50:48,66.35,prelievo,Laura Stevenson,Us purpose art particular husband fly yard.,autorizzata,Sao Tome and Principe
5309,2023-04-08 09:53:51,654.49,acquisto,Mrs. Pamela Kidd,Piece likely all religious appear door other official.,autorizzata,Cuba
369,2023-02-10 22:16:11,416.03,prelievo,Katie Whitaker,Body nearly between ever.,autorizzata,Dominican Republic
2177,2023-04-15 08:12:55,275.38,trasferimento,Justin Smith,Program history nice own oil.,autorizzata,Palau
9806,2023-06-18 15:03:08,658.39,prelievo,Richard Mitchell,Discover security whole only president.,autorizzata,Moldova
7383,2023-01-21 17:29:23,777.58,prelievo,Sarah Petty,Service measure something population to.,autorizzata,Northern Mariana Islands
5709,2023-05-22 03:45:55,882.88,trasferimento,Kristin Gray,Property degree eight ago western wife on.,autorizzata,Solomon Islands
3223,2023-05-11 03:20:27,528.21,acquisto,Casey Barton,Indicate speech show seek continue institution onto.,autorizzata,Antarctica (the territory South of 60 deg S)
1378,2023-04-22 14:03:35,139.0,trasferimento,Jesus Buchanan,Represent simply college meeting close social me.,autorizzata,Myanmar
7256,2023-08-23 04:49:49,871.95,trasferimento,Kayla Williams,Cold painting work behind determine.,autorizzata,Guyana
2084,2023-01-05 18:16:52,546.7,trasferimento,Jeremy Campbell,Piece require she travel throughout.,autorizzata,Niue
3762,2023-08-20 10:20:00,899.42,prelievo,David Jenkins,Will see professor add company manage.,autorizzata,Bangladesh
4474,2023-03-12 05:33:22,195.7,prelievo,Mr. Terry Dominguez,Describe grow travel.,autorizzata,Faroe Islands
1632,2023-06-15 16:43:02,146.7,prelievo,Henry Walker,Six result model cultural score shoulder.,autorizzata,Chile
5171,2023-08-09 20:23:49,728.85,prelievo,Whitney Lopez,Never run trade threat something.,autorizzata,Libyan Arab Jamahiriya
1629,2023-03-02 02:46:22,815.21,trasferimento,Matthew Riggs,With school situation issue discussion especially tonight.,autorizzata,Malaysia
4371,2023-04-05 07:53:41,159.92,acquisto,Cathy Rich,Science task difficult left in address.,autorizzata,Ukraine
8007,2023-02-21 06:57:33,200.33,trasferimento,Gina Ryan,Area wall fish.,autorizzata,Andorra
8087,2023-06-22 16:49:31,586.98,prelievo,Ricky Leonard,Sell security them close bring small beat.,autorizzata,Russian Federation
4558,2023-03-27 13:16:27,63.07,prelievo,Nicholas Ramirez,Religious firm college prevent ball.,autorizzata,Aruba
8490,2023-08-17 18:43:13,261.54,acquisto,Vincent Hale,Bag doctor southern then responsibility he night.,autorizzata,Malawi
456,2023-01-24 07:06:47,717.52,prelievo,Heather Medina,Vote word yourself challenge process.,autorizzata,Sao Tome and Principe
3492,2023-07-18 00:31:26,641.19,acquisto,Wesley Mitchell,Pay buy member compare hand.,autorizzata,Brunei Darussalam
923,2023-02-23 06:15:24,345.32,acquisto,Emily Horne,Charge well option region compare.,autorizzata,Iran
368,2023-04-25 14:28:40,500.93,prelievo,Ryan Salinas,Professor out item plan sport option.,autorizzata,Ethiopia
9034,2023-05-21 23:10:32,990.04,prelievo,Jennifer Sharp,Tree dream operation sort ability with thus.,autorizzata,Swaziland
5267,2023-05-09 19:36:20,94.41,prelievo,Michael Roth,Face staff close stay ever site.,autorizzata,San Marino
2439,2023-01-08 12:25:23,222.68,prelievo,Eric Johnson,Raise able hit medical left his hope.,autorizzata,United States Virgin Islands
4935,2023-05-31 18:48:33,278.51,prelievo,Frank Edwards,Reveal change partner also either.,autorizzata,Timor-Leste
214,2023-06-05 14:06:56,225.93,acquisto,Christopher Rivas,Reason cut message enjoy task.,autorizzata,Mauritania
3139,2023-07-11 13:14:32,727.1,trasferimento,Elizabeth Jackson,Face glass interest interview.,autorizzata,China
7351,2023-06-26 03:28:08,792.76,prelievo,Margaret Johnson,Race cost perform hot.,autorizzata,Armenia
5031,2023-01-02 22:01:07,92.69,prelievo,Robert Daniel,Light choice player couple result machine meeting.,autorizzata,Mexico
9245,2023-03-02 13:54:24,716.7,acquisto,Courtney Forbes,Organization under much subject loss public picture.,sospetta,Netherlands
9581,2023-04-17 09:35:40,911.5,prelievo,George Scott,Cup cup usually blue meeting.,autorizzata,Dominica
2100,2023-04-06 23:21:26,602.66,trasferimento,Anne Hanson,Even bill play gas protect product.,autorizzata,Congo
4771,2023-03-09 10:39:58,955.68,acquisto,Jason Stewart,Training movie vote ground western smile.,autorizzata,Georgia
6011,2023-03-31 01:32:44,130.23,acquisto,Heidi Ramirez,Let even section which through record.,autorizzata,Somalia
6555,2023-03-29 07:55:36,828.05,trasferimento,Sara Barton,Reason experience investment improve however Congress.,autorizzata,Dominica
7567,2023-07-30 00:27:09,213.37,acquisto,Michelle Camacho,Year simple must thing college care.,autorizzata,Mauritius
2372,2023-07-20 17:30:05,391.25,trasferimento,Brian Gray,Piece time natural peace.,sospetta,Cyprus
5490,2023-06-06 22:07:43,731.27,trasferimento,Barry Perez,Blue star add case investment.,autorizzata,United States Minor Outlying Islands
8875,2023-02-15 20:00:49,309.9,prelievo,Brian Perez,Might if special man company man father.,autorizzata,Mali
8448,2023-06-24 07:02:26,642.83,prelievo,Lance Salas,Rate choice thousand medical message national early.,autorizzata,Kiribati
1952,2023-07-16 15:04:27,733.22,prelievo,Katrina Dougherty,Why very allow identify beat.,autorizzata,Bangladesh
4025,2023-05-17 08:41:04,844.41,acquisto,Ashley Cohen,Industry cell just off night.,autorizzata,Nicaragua
1163,2023-03-17 09:58:09,273.67,acquisto,Daisy Petersen,Because see behind.,autorizzata,Eritrea
1031,2023-08-07 14:38:33,495.6,prelievo,Michael Martin,Stage much agency nature something market.,autorizzata,Samoa
6859,2023-01-24 20:31:47,469.34,acquisto,Tracey Rodriguez,It in entire hope total culture.,autorizzata,Andorra
6522,2023-06-28 01:28:21,725.85,acquisto,Ashley Griffin,Ready environmental ten hotel.,autorizzata,Grenada
3637,2023-04-09 23:14:23,956.05,prelievo,Willie Warren,Imagine method sort forget.,autorizzata,Cameroon
9774,2023-02-13 02:42:46,396.35,prelievo,John Walton,Out charge medical evening wife somebody drive.,autorizzata,Russian Federation
680,2023-03-31 02:15:43,106.32,acquisto,Donna Norton,Practice set play.,autorizzata,India
6481,2023-08-13 12:06:45,685.09,acquisto,Stephen Swanson,Never development election wrong site central near great.,autorizzata,Dominica
7812,2023-04-07 04:34:33,764.2,trasferimento,Robert Fowler,Research soon later open foot company forget eye.,sospetta,Poland
5133,2023-04-09 09:04:23,369.47,acquisto,Michael Hall,Customer hospital grow hospital describe.,autorizzata,Monaco
381,2023-03-10 13:01:27,793.87,trasferimento,Sara Sanders,Who appear far hold piece my claim tax.,autorizzata,Lebanon
8675,2023-05-01 21:48:52,467.74,acquisto,Jennifer Nielsen,Article whatever mind room age.,autorizzata,Nicaragua
9731,2023-07-04 02:17:59,888.18,acquisto,Randy Carpenter,Kitchen enough think hit.,autorizzata,Monaco
4253,2023-03-19 23:44:05,785.32,prelievo,Erica Cole,Card Republican another wait forget just such.,autorizzata,Somalia
9304,2023-03-07 04:16:18,445.68,prelievo,Valerie Williams,Cover girl sing notice be product.,autorizzata,Kenya
611,2023-05-10 00:16:22,672.47,trasferimento,Richard Nelson,Point why vote small similar.,autorizzata,Niue
7181,2023-04-07 22:54:51,977.75,trasferimento,David Smith,Ago goal travel worker with.,autorizzata,Fiji
3862,2023-02-28 07:47:21,119.91,acquisto,Mary Hubbard,Nation speak nor campaign serious probably give.,autorizzata,Korea
4003,2023-07-21 19:09:40,638.45,acquisto,Melissa Bradley,Without ball there clearly treatment knowledge.,autorizzata,Dominican Republic
6014,2023-07-28 11:17:38,20.96,prelievo,David Gordon,Page respond past fight foot represent.,sospetta,Czech Republic
5602,2023-06-21 11:10:12,364.07,trasferimento,Kayla Montes,Few attack maintain myself skill car today.,autorizzata,Bhutan
7269,2023-06-18 10:19:32,435.58,acquisto,Kenneth Rodriguez,Finally ok choose send.,autorizzata,Guinea
7257,2023-06-29 06:55:53,848.4,trasferimento,Kathleen Evans,Better simple blue scientist significant should professor.,autorizzata,Nauru
2495,2023-02-20 01:33:08,945.21,acquisto,Jody Marshall,Travel service chance game.,autorizzata,Micronesia
314,2023-03-07 01:05:45,880.1,trasferimento,Frederick Morrow,Weight first civil town meet.,autorizzata,Cook Islands
2718,2023-08-24 03:31:43,772.83,trasferimento,Felicia Weber,Into impact sit sing argue party mind.,autorizzata,North Macedonia
4152,2023-07-06 00:09:51,243.02,trasferimento,Ryan Mcgrath,Tree describe one price civil family.,sospetta,Latvia
3176,2023-06-01 13:05:22,458.57,prelievo,Michael Salinas,Interest practice administration federal pressure action through.,autorizzata,Uruguay
461,2023-01-14 07:40:44,644.21,trasferimento,Margaret Harrington,Candidate particular century four Mr indicate.,autorizzata,Hong Kong
5833,2023-06-16 00:11:27,461.43,trasferimento,William Roman,Quite all door once.,sospetta,United Kingdom
9341,2023-06-27 21:31:29,420.88,acquisto,Erik Hall,Door everything pretty later them.,sospetta,Latvia
7116,2023-08-16 22:58:46,249.13,acquisto,Summer Cuevas,All red half nothing report throughout state approach.,autorizzata,Costa Rica
1881,2023-06-19 20:35:35,683.86,prelievo,Tara Norris,Even political mean turn that hear.,autorizzata,Panama
8838,2023-08-13 10:51:23,371.35,prelievo,Victoria Grant,Teacher thousand finish necessary.,autorizzata,Niue
6865,2023-05-25 13:07:06,103.19,trasferimento,David Knight,Plant answer land level even back energy base.,autorizzata,Liechtenstein
1581,2023-02-26 17:39:07,213.16,acquisto,Shelby Parks,Republican affect claim.,autorizzata,Israel
6779,2023-08-08 23:21:26,554.3,acquisto,Andrew Frost,Remember arm of machine realize big.,autorizzata,Montserrat
8991,2023-04-30 00:07:43,711.05,prelievo,Michael Miller,Ability we allow rich.,autorizzata,Cocos (Keeling) Islands
8174,2023-03-14 11:00:48,543.02,trasferimento,Amber Espinoza,Good several red both but.,autorizzata,Bosnia and Herzegovina
5419,2023-04-06 18:24:25,621.15,prelievo,Heidi Bennett,People item democratic argue chair spring hour.,autorizzata,Gabon
6442,2023-05-20 22:01:16,790.33,prelievo,Karen Jones,All simple bad every last break.,autorizzata,Mexico
1601,2023-02-04 08:11:08,244.32,acquisto,Sharon Rice,Smile show tend century her particularly over.,autorizzata,Trinidad and Tobago
1718,2023-06-20 00:28:58,776.35,acquisto,Anthony Thompson,Film almost history protect single civil certainly reflect.,autorizzata,Turkmenistan
1341,2023-08-01 08:37:11,457.06,trasferimento,Kathryn Thompson,Recognize husband anything stop on ability data.,autorizzata,Afghanistan
9431,2023-01-20 02:39:05,468.52,acquisto,James Newman,Character market recognize ask most feel.,autorizzata,Botswana
892,2023-05-14 23:02:30,497.47,trasferimento,Scott Hess,Near nearly treat third.,sospetta,Sweden
9336,2023-06-03 07:52:20,764.34,trasferimento,Stephanie Harrison,Road main thought stock.,autorizzata,Senegal
2014,2023-02-04 16:51:43,816.74,trasferimento,Shannon Davis,Control author instead difference possible stand movement.,autorizzata,Jersey
9847,2023-08-01 12:25:04,616.96,prelievo,Katie Sutton,Parent pick during.,autorizzata,Costa Rica
2602,2023-06-16 23:10:25,671.96,prelievo,Christian Thompson,Stand national environment voice.,sospetta,Czech Republic
9510,2023-07-18 11:28:12,124.58,prelievo,Michael Weaver,Such write institution school decide.,autorizzata,Australia
2903,2023-05-16 22:09:39,699.03,trasferimento,Robin Lloyd,Your three bring sometimes laugh picture with.,autorizzata,Libyan Arab Jamahiriya
4433,2023-05-08 09:51:43,626.83,trasferimento,Stephen Moore,Whom best break project ten her drop.,autorizzata,Pakistan
4638,2023-01-28 16:43:04,254.06,acquisto,Chloe Martin,Conference know group.,sospetta,Switzerland
2679,2023-07-10 18:44:50,272.07,trasferimento,Kelly Villanueva,Rest believe half structure cultural prevent beautiful.,autorizzata,Hong Kong
4018,2023-08-10 12:39:09,344.62,acquisto,Richard Carter,Another add positive necessary best help spend.,autorizzata,Anguilla
8149,2023-08-22 23:45:15,65.24,acquisto,Joel Downs,Couple production scene right.,autorizzata,British Indian Ocean Territory (Chagos Archipelago)
5391,2023-01-03 22:38:40,304.38,prelievo,Paul Hawkins,Office second key enough.,sospetta,Sweden
2522,2023-05-23 02:32:42,798.08,prelievo,Kendra Lee,American discuss care cover test short space.,sospetta,Croatia
8641,2023-07-31 09:41:34,842.59,trasferimento,Andrew Hawkins,Relate help today if street.,sospetta,Netherlands
3477,2023-03-31 09:36:58,790.71,acquisto,Barbara Schmidt,Ever lawyer discover attorney everything.,autorizzata,Northern Mariana Islands
3187,2023-01-09 05:23:08,358.81,trasferimento,Daniel Moore,East boy rich our hot point per.,autorizzata,Gambia
3942,2023-08-16 02:54:02,360.19,acquisto,Bryan Blackwell,American picture significant style friend miss.,autorizzata,Canada
5999,2023-03-26 21:06:03,593.94,trasferimento,Michelle Floyd,Her take thing eat area color must.,autorizzata,Belarus
6290,2023-06-23 15:58:40,327.09,prelievo,James Dominguez,Foreign hard build effect dream site move.,autorizzata,Svalbard & Jan Mayen Islands
8456,2023-01-20 08:00:31,216.24,prelievo,Edward Stevens,Mind tonight free forward.,autorizzata,Mauritania
7788,2023-04-20 18:36:04,248.84,prelievo,Raymond Wilson,Experience establish security despite possible great.,autorizzata,Dominica
5586,2023-05-19 01:06:35,461.97,acquisto,Thomas Herrera,Bill audience evidence agreement happen political.,autorizzata,French Polynesia
3189,2023-03-17 19:01:58,115.41,acquisto,Nathaniel Hunter,Role throughout behavior often century.,autorizzata,Western Sahara
5644,2023-05-15 00:07:27,49.29,acquisto,Luis Schneider,Media clear address affect group note research amount.,autorizzata,Marshall Islands
5118,2023-01-15 02:14:50,957.61,prelievo,Toni Cochran,Any several area arm behind range six.,autorizzata,American Samoa
7364,2023-01-13 04:15:31,828.23,prelievo,Lawrence Morgan,Ok sure some young mother.,autorizzata,Sao Tome and Principe
3198,2023-06-12 03:10:30,501.92,trasferimento,Melinda Taylor,Charge wear able all huge.,autorizzata,Saint Martin
4113,2023-02-27 06:01:07,330.65,acquisto,David Peck,Believe every discover get structure student material security.,autorizzata,Congo
4180,2023-04-08 04:58:21,635.41,prelievo,Diane Brown,College determine agent consider yet in section.,sospetta,Malta
5347,2023-07-02 03:29:03,189.59,trasferimento,Brian Moore,Democratic really cause nature several thank.,autorizzata,United States Minor Outlying Islands
8574,2023-05-20 23:31:45,389.2,acquisto,Andrew Carter,Wait fly him for maintain.,sospetta,Spain
4038,2023-01-27 00:02:05,63.5,prelievo,Travis Hernandez,Dog certainly risk then watch story reason.,autorizzata,Egypt
6550,2023-05-23 14:10:41,214.58,trasferimento,Cody Holder,Court so once policy agreement true also.,autorizzata,Monaco
5826,2023-05-10 18:19:14,141.13,acquisto,Erika Moreno,Few manage sport data certainly.,autorizzata,Tuvalu
2816,2023-04-13 18:54:29,278.41,acquisto,Cody Hoover,Discover agent seat guy material.,autorizzata,Japan
5711,2023-05-16 17:26:52,353.64,prelievo,Joseph Cook,Interest part total benefit true.,autorizzata,Djibouti
2155,2023-05-02 19:34:05,25.42,acquisto,James Campbell,View industry then man responsibility bar rise.,autorizzata,Kuwait
6310,2023-07-21 09:19:53,15.23,prelievo,David Brown,Either word half low get bag.,autorizzata,Sierra Leone
2110,2023-08-20 20:10:31,263.43,trasferimento,Charles Mendez,Meet door receive let.,autorizzata,Indonesia
8867,2023-06-17 07:52:16,90.96,acquisto,Catherine Lopez,Institution administration long state single down young present.,autorizzata,Saint Helena
5246,2023-04-01 01:08:34,293.39,prelievo,Melanie Jimenez,Read structure modern section other.,autorizzata,Costa Rica
7700,2023-08-09 09:21:21,462.33,trasferimento,Nicole Levine,Put dog true sense.,autorizzata,Armenia
6050,2023-08-01 18:04:50,312.74,acquisto,Misty Gonzalez,Show carry present center.,autorizzata,Netherlands Antilles
4803,2023-06-02 05:14:18,592.21,trasferimento,John Nguyen,Us ball agreement notice.,autorizzata,Maldives
8331,2023-02-25 21:17:33,424.81,prelievo,Eric Strong,Add fill floor our.,autorizzata,Tajikistan
4478,2023-07-21 11:42:43,231.5,prelievo,Robert Ruiz,Your arrive yeah finally.,autorizzata,Guam
539,2023-06-15 11:13:35,920.13,acquisto,Garrett Juarez,Chance bit hit.,sospetta,Sweden
1892,2023-05-31 22:01:17,579.57,acquisto,Aaron Owens,Community prove go matter might Mrs site.,autorizzata,Georgia
4842,2023-04-10 00:44:16,359.98,trasferimento,Michael Villa,Style sometimes protect as artist structure but.,autorizzata,Tonga
2670,2023-06-11 09:18:36,312.51,acquisto,Casey Martin Jr.,Financial part these contain either everybody.,autorizzata,Panama
4982,2023-01-24 07:52:15,159.31,acquisto,Jacqueline Manning,Surface level child down senior expert.,sospetta,Finland
4414,2023-07-08 08:24:27,151.98,prelievo,Jennifer Welch,Yeah feel may analysis bank site.,autorizzata,India
5319,2023-06-11 01:20:49,208.47,acquisto,Crystal Adkins,He you practice yet commercial.,autorizzata,Mayotte
2073,2023-03-17 14:34:50,560.93,prelievo,Christopher Singh,Herself statement their party top adult senior.,autorizzata,Mauritius
7667,2023-02-25 23:11:14,929.79,prelievo,Elizabeth Woodward,Beautiful wrong company type.,sospetta,Greece
2203,2023-03-25 05:18:29,823.11,acquisto,Mark Miller,Laugh policy mean far it within approach including.,autorizzata,Oman
7009,2023-06-21 07:33:46,212.52,prelievo,Jeffrey Smith,Occur current drop who.,autorizzata,Cocos (Keeling) Islands
2349,2023-04-07 15:58:42,524.28,trasferimento,Patricia Dickerson,Would sing war their.,sospetta,Romania
6492,2023-02-15 13:33:47,475.54,prelievo,Laura Williams,Police agency morning even industry maybe.,autorizzata,Korea
3007,2023-02-04 05:20:11,419.65,trasferimento,Shannon Mcmahon,Those school cultural soon very simply.,autorizzata,Iceland
5256,2023-08-02 04:18:53,375.86,trasferimento,Ross Parker,Treat speech consider this among.,autorizzata,Canada
